Main Category,Sub Category,Sub Category Link,Job Title,Job Title Link,Salary,Salary Link,Average Salary,Educational Levels,No of Candidates,No of Jobs,Skills
Business Jobs,"Secretarial, Clerical and Administrative Assistant",https://www.careerbuilder.com/browse/category/secretarial-clerical-and-administrative-assistant,Secretarial,https://www.careerbuilder.com/jobs-secretarial,$40601,https://www.careerbuilder.com/salary-secretarial,"$48,500","{'VOCATIONAL': '$42,500', 'HIGH SCHOOL': '$42,000', 'ASSOCIATE': '$43,500', 'BACHELOR': '$46,500', 'MASTER': '$50,000', 'DOCTORATE': '$60,000'}","93,263","577,788",[]
Business Jobs,"Secretarial, Clerical and Administrative Assistant",https://www.careerbuilder.com/browse/category/secretarial-clerical-and-administrative-assistant,Secretary,https://www.careerbuilder.com/jobs-secretary,$44911,https://www.careerbuilder.com/salary-secretary,"$59,500","{'VOCATIONAL': '$47,500', 'HIGH SCHOOL': '$45,000', 'ASSOCIATE': '$49,000', 'BACHELOR': '$59,500', 'MASTER': '$73,500', 'DOCTORATE': '$90,500'}","1,513,671","1,543,637","['Organize Appointments', 'Telephone Consultations', 'Setting Up Files', 'Field Administration', 'Operation Departments', 'Administration', 'Confidentiality', 'Maintain Indexed Record', 'Arrange Meeting', 'Scheduling Appointments', 'Data Entry', 'Preparing Spreadsheets', 'Msexcel', 'Sending Letters', 'Power Point Presentation', 'Management Support Services', 'Office Support Experience', 'Trust Accounts', 'Clerical Works', 'Prioritization', 'Book Travel', 'Accurate Typing', 'Telephone Skills', 'Appointment Scheduling', 'Handle Information Request', 'Word Processing', 'Provide Information', 'Maintain Medical Record', 'Make Appointment', 'Perform Secretarial Duty', 'Maintain Orderly Record', 'Including Appointment Scheduling', 'Office Supply Inventories', 'Handling Phone Calls', 'Process Bill', 'Operate Office Equipment', 'Computer Literacy', 'Business Correspondence', 'Spreadsheets', 'Taking Meeting Minutes', 'Calendaring Software', 'Scanning', 'General Office Work', 'General Office Procedures', 'Office Practices', 'Office Functions', 'Order Supply', 'Memos', 'Office Administration Support', 'Office Administration Skills', 'Take Message']"
Business Jobs,"Secretarial, Clerical and Administrative Assistant",https://www.careerbuilder.com/browse/category/secretarial-clerical-and-administrative-assistant,Service Manager,https://www.careerbuilder.com/jobs-service-manager,$57488,https://www.careerbuilder.com/salary-service-manager,"$75,000","{'VOCATIONAL': '$57,500', 'HIGH SCHOOL': '$54,000', 'ASSOCIATE': '$60,000', 'BACHELOR': '$73,500', 'MASTER': '$86,000', 'DOCTORATE': '$96,500'}","4,473,845","47,146,908",[]
Business Jobs,"Secretarial, Clerical and Administrative Assistant",https://www.careerbuilder.com/browse/category/secretarial-clerical-and-administrative-assistant,Service Technician,https://www.careerbuilder.com/jobs-service-technician,$51047,https://www.careerbuilder.com/salary-service-technician,"$62,000","{'VOCATIONAL': '$54,500', 'HIGH SCHOOL': '$53,500', 'ASSOCIATE': '$57,000', 'BACHELOR': '$63,500', 'MASTER': '$71,500', 'DOCTORATE': '$90,000'}","1,070,173","11,582,727","['Repairing (Computer Systems)', 'Removals', 'Circuit Switches', 'Troubleshooting (Problem Solving)', 'Assembling', 'Preventive Maintenance', 'Machinery', 'Rigging (Sailing Ship)', 'Motors', 'Wrench']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Activities Assistant,https://www.careerbuilder.com/jobs-activities-assistant,$54478,https://www.careerbuilder.com/salary-activities-assistant,"$61,000","{'VOCATIONAL': '$47,500', 'HIGH SCHOOL': '$48,000', 'ASSOCIATE': '$52,000', 'BACHELOR': '$59,500', 'MASTER': '$68,500', 'DOCTORATE': '$83,000'}","985,541","6,696,367","['Nursing', 'Certified Nursing Assistant', 'Caregiving', 'Hospice', 'Senior Living', 'Dementia', 'Rehabilitation Care', 'Rehabilitation Therapy', 'Memory Care', 'Alzheimers Care', 'Elderly Care', 'Rehabilitations', 'Licensed Practical Nurse', 'Home Care', 'Geriatrics', 'Medication Management', 'Assisted Living', 'First Aid']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Activities Director,https://www.careerbuilder.com/jobs-activities-director,$56659,https://www.careerbuilder.com/salary-activities-director,"$89,500","{'VOCATIONAL': '$65,000', 'HIGH SCHOOL': '$65,000', 'ASSOCIATE': '$71,500', 'BACHELOR': '$86,500', 'MASTER': '$98,500', 'DOCTORATE': '$108,000'}","572,477","7,132,003","['Training', 'Ethics', 'Recreation', 'Background Checks', 'Hospitality', 'Inclusion', 'Child Care', 'Interpersonal Skills', 'Budgeting']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Admissions Coordinator,https://www.careerbuilder.com/jobs-admissions-coordinator,$52253,https://www.careerbuilder.com/salary-admissions-coordinator,"$63,500","{'VOCATIONAL': '$49,000', 'HIGH SCHOOL': '$51,000', 'ASSOCIATE': '$58,500', 'BACHELOR': '$60,500', 'MASTER': '$67,000', 'DOCTORATE': '$85,000'}","77,576",0,"['Health Care', 'Managed Care', 'Long Term Care', 'Medicare', 'Hospice', 'Hospitalization', 'Medicaid', 'Nursing Home Care', 'Utilization Management', 'Rehabilitations']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Admissions Counselor,https://www.careerbuilder.com/jobs-admissions-counselor,$54168,https://www.careerbuilder.com/salary-admissions-counselor,"$56,500","{'VOCATIONAL': '$41,000', 'HIGH SCHOOL': '$42,500', 'ASSOCIATE': '$47,000', 'BACHELOR': '$54,500', 'MASTER': '$59,000', 'DOCTORATE': '$72,000'}","31,504","179,737",[]
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Admissions Representative,https://www.careerbuilder.com/jobs-admissions-representative,$46125,https://www.careerbuilder.com/salary-admissions-representative,"$63,500","{'VOCATIONAL': '$45,500', 'HIGH SCHOOL': '$46,000', 'ASSOCIATE': '$48,500', 'BACHELOR': '$61,000', 'MASTER': '$69,000', 'DOCTORATE': '$96,500'}","56,458",0,"['Time Management', 'Communications', 'Human Resource Management', 'Computer Literacy', 'Interpersonal Skills']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Analyst,https://www.careerbuilder.com/jobs-analyst,$76463,https://www.careerbuilder.com/salary-analyst,"$83,000","{'VOCATIONAL': '$68,500', 'HIGH SCHOOL': '$65,000', 'ASSOCIATE': '$68,500', 'BACHELOR': '$82,500', 'MASTER': '$93,500', 'DOCTORATE': '$99,000'}","957,935","10,459,222",[]
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Application Analyst,https://www.careerbuilder.com/jobs-application-analyst,$96875,https://www.careerbuilder.com/salary-application-analyst,"$89,000","{'VOCATIONAL': '$74,500', 'HIGH SCHOOL': '$71,000', 'ASSOCIATE': '$73,000', 'BACHELOR': '$88,000', 'MASTER': '$98,000', 'DOCTORATE': '$104,000'}","509,651","5,118,365","['Information Technology', 'Integration', 'Analysis', 'Computer Sciences', 'Systems Integration', 'Interface', 'Automation', 'Systems Analysis', 'Software Development', 'Sql (Programming Language)']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Background Investigator,https://www.careerbuilder.com/jobs-background-investigator,$59272,https://www.careerbuilder.com/salary-background-investigator,"$73,500","{'VOCATIONAL': '$58,000', 'HIGH SCHOOL': '$60,000', 'ASSOCIATE': '$62,000', 'BACHELOR': '$70,000', 'MASTER': '$77,000', 'DOCTORATE': '$94,500'}","20,013","317,215","['Verbal Communication Skills', 'Linguistics', 'Written Communication', 'Investigation', 'Requisition Management', 'Interpersonal Skills', 'Time Management', 'Communications', 'Loss Prevention']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Behavior Analyst,https://www.careerbuilder.com/jobs-behavior-analyst,$58380,https://www.careerbuilder.com/salary-behavior-analyst,"$89,500","{'VOCATIONAL': '$75,000', 'HIGH SCHOOL': '$64,500', 'ASSOCIATE': '$73,500', 'BACHELOR': '$84,500', 'MASTER': '$93,000', 'DOCTORATE': '$107,500'}","76,057","676,386","['Family Therapy', 'Community Mental Health Services', 'Radiation Treatment Planning', 'Substance Abuse Counseling', 'Anger Management', 'Mental Health Counseling', 'Child Welfare', 'Counseling Techniques', 'Family Support', 'Human Development']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Behavior Specialist,https://www.careerbuilder.com/jobs-behavior-specialist,$47426,https://www.careerbuilder.com/salary-behavior-specialist,"$64,000","{'VOCATIONAL': '$57,000', 'HIGH SCHOOL': '$51,500', 'ASSOCIATE': '$56,500', 'BACHELOR': '$61,500', 'MASTER': '$67,500', 'DOCTORATE': '$80,000'}","97,350","1,168,686","['Psychotherapy', 'Therapies', 'Certified Case Manager', 'Registered Nurse', 'Healthcare Services', 'Nursing', 'Licensed Practical Nurse', 'Assessments', 'Behavioral Health', 'Home Healthcare', 'Licensed Clinical Social Worker (Lcsw)', 'Community Mental Health Services', 'Family Therapy', 'Substance Abuse Counseling', 'Licensed Marriage And Family Therapist (Lmft)', 'Clinical Supervision', 'Substance Dependence', 'Dual Diagnosis', 'Diagnostic And Statistical Manual (Of Mental Disorders)']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Chaplain,https://www.careerbuilder.com/jobs-chaplain,$53936,https://www.careerbuilder.com/salary-chaplain,"$60,500","{'VOCATIONAL': '$64,500', 'HIGH SCHOOL': '$43,500', 'ASSOCIATE': '$64,500', 'BACHELOR': '$60,000', 'MASTER': '$61,500', 'DOCTORATE': '$69,000'}","13,396","352,795",[]
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Child Care Worker,https://www.careerbuilder.com/jobs-child-care-worker,$48541,https://www.careerbuilder.com/salary-child-care-worker,"$54,000","{'VOCATIONAL': '$41,500', 'HIGH SCHOOL': '$43,000', 'ASSOCIATE': '$46,500', 'BACHELOR': '$49,500', 'MASTER': '$58,000', 'DOCTORATE': '$74,000'}","102,029","883,143",[]
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Clinical Social Worker,https://www.careerbuilder.com/jobs-clinical-social-worker,$59731,https://www.careerbuilder.com/salary-clinical-social-worker,"$65,500","{'VOCATIONAL': '$57,500', 'HIGH SCHOOL': '$57,000', 'ASSOCIATE': '$63,500', 'BACHELOR': '$65,000', 'MASTER': '$65,000', 'DOCTORATE': '$82,000'}","51,534","1,363,210",[]
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Clinical Supervisor,https://www.careerbuilder.com/jobs-clinical-supervisor,$64719,https://www.careerbuilder.com/salary-clinical-supervisor,"$68,500","{'VOCATIONAL': '$50,000', 'HIGH SCHOOL': '$52,500', 'ASSOCIATE': '$60,000', 'BACHELOR': '$68,000', 'MASTER': '$71,000', 'DOCTORATE': '$83,500'}","160,010","2,478,073","['Family Therapy', 'Community Mental Health Services', 'Radiation Treatment Planning', 'Licensed Clinical Social Worker (Lcsw)', 'Clinical Supervision', 'Social Work', 'Substance Abuse Counseling', 'Child Welfare', 'Substance Abuse', 'Adolescence']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,College Counselor,https://www.careerbuilder.com/jobs-college-counselor,$48794,https://www.careerbuilder.com/salary-college-counselor,"$52,500","{'VOCATIONAL': '$41,500', 'HIGH SCHOOL': '$44,500', 'ASSOCIATE': '$46,500', 'BACHELOR': '$51,000', 'MASTER': '$56,000', 'DOCTORATE': '$67,000'}","110,117","418,921","['Microsoft Outlook', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Powerpoint', 'Microsoft Word', 'Written Communication', 'Microsoft Access', 'Filing', 'Interpersonal Skills']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Community Health Worker,https://www.careerbuilder.com/jobs-community-health-worker,$51311,https://www.careerbuilder.com/salary-community-health-worker,"$61,500","{'VOCATIONAL': '$49,000', 'HIGH SCHOOL': '$50,000', 'ASSOCIATE': '$55,000', 'BACHELOR': '$59,000', 'MASTER': '$64,000', 'DOCTORATE': '$80,500'}","373,741","3,169,984","['Utilization Management', 'Behavioral Health', 'Case Management', 'Licensed Clinical Social Worker (Lcsw)', 'Hospital Information Systems', 'Psychotherapy', 'Managed Care', 'Social Work', 'Psychosocial', 'Radiation Treatment Planning']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Community Liaison,https://www.careerbuilder.com/jobs-community-liaison,$52311,https://www.careerbuilder.com/salary-community-liaison,"$70,000","{'VOCATIONAL': '$60,000', 'HIGH SCHOOL': '$57,500', 'ASSOCIATE': '$62,000', 'BACHELOR': '$68,500', 'MASTER': '$75,500', 'DOCTORATE': '$88,500'}","252,057","2,084,720","['Long Term Care', 'Relationship Building', 'Staff Management', 'Health Care', 'Leadership', 'Business Development', 'Team Building', 'Client Rapport', 'Health Administration', 'Performance Improvement']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Crisis Counselor,https://www.careerbuilder.com/jobs-crisis-counselor,$49406,https://www.careerbuilder.com/salary-crisis-counselor,"$53,000","{'VOCATIONAL': '$42,000', 'HIGH SCHOOL': '$43,000', 'ASSOCIATE': '$45,500', 'BACHELOR': '$48,500', 'MASTER': '$54,500', 'DOCTORATE': '$63,000'}","38,997","298,519","['Crisis Intervention', 'Community Mental Health Services', 'Family Therapy', 'Substance Abuse Counseling', 'Child Welfare', 'Anger Management', 'Radiation Treatment Planning', 'Intervention', 'Mental Health Counseling', 'Adolescence']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Customer Service,https://www.careerbuilder.com/jobs-customer-service,$17.00 hr,https://www.careerbuilder.com/salary-customer-service,"$64,500","{'VOCATIONAL': '$52,500', 'HIGH SCHOOL': '$49,000', 'ASSOCIATE': '$54,000', 'BACHELOR': '$63,500', 'MASTER': '$73,500', 'DOCTORATE': '$84,500'}","11,280,858","77,087,623","['Customer Satisfaction', 'Customer Service', 'Inventory Control', 'Call Centers', 'Retail Sales', 'Inventory Management', 'Customer Relationship Management', 'Point Of Sale', 'Retailing', 'Sales']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Customer Service Manager,https://www.careerbuilder.com/jobs-customer-service-manager,$57465,https://www.careerbuilder.com/salary-customer-service-manager,"$70,000","{'VOCATIONAL': '$55,500', 'HIGH SCHOOL': '$52,500', 'ASSOCIATE': '$58,000', 'BACHELOR': '$71,500', 'MASTER': '$85,500', 'DOCTORATE': '$96,500'}","3,548,388","31,969,814","['Customer Service', 'Time Management', 'Quality Assurance', 'Problem Solving', 'Listening', 'Customer Relationship Management', 'Leadership', 'Customer Retention', 'Training', 'Performance Management', 'Communications', 'Service Level Monitoring', 'Mentoring Capabilities', 'Management', 'Operating Targets', 'Coaching Strategies', 'Front End Procedures', 'Commercial Leadership', 'Customer Service Software', 'Defining Support Procedures', 'Coordinating', 'Customer Satisfaction', 'Sales', 'Interpersonal Skills']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Customer Service Representative,https://www.careerbuilder.com/jobs-customer-service-representative,$39916,https://www.careerbuilder.com/salary-customer-service-representative,"$59,000","{'VOCATIONAL': '$50,500', 'HIGH SCHOOL': '$46,500', 'ASSOCIATE': '$53,000', 'BACHELOR': '$66,500', 'MASTER': '$79,500', 'DOCTORATE': '$98,500'}","3,005,806","12,132,669","['Customer Service', 'Operate Cash Register', 'Identify Customer Need', 'Resolve Customer Issue', 'Retention Management', 'Help Customer', 'Resolve Request', 'Resolve Concern', 'Explain Product Feature', 'Explain Benefit', 'Promote Customer Loyalty Plan', 'Resolve Problem', 'Clerical Works', 'Motivate Other', 'Following Procedures', 'Attentive', 'Customer Engagement', 'Handle Multiple Demands', 'Upholding Customer Service', 'Live Chat', 'Use Pos System', 'Provide Service Information', 'Organize Merchandise', 'Maintain Clean Store', 'Handle Request', 'Telephone Duties', 'Responding Pleasantly', 'Handle Cash', 'Find Resolution', 'Educate Caller', 'Facilitate Resolution', 'Handle Customer Complaint', 'Documenting Complaints', 'Effective Customer Support', 'Complete Transaction', 'Maintain Knowledge', 'Able To Explain', 'Assess Customer Needs', 'Active Listening', 'Customer Development', 'Customer Relationship Development', 'Record Customer Information', 'Interpersonal Skills']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Desktop Support,https://www.careerbuilder.com/jobs-desktop-support,$61284,https://www.careerbuilder.com/salary-desktop-support,"$77,500","{'VOCATIONAL': '$65,000', 'HIGH SCHOOL': '$65,000', 'ASSOCIATE': '$66,500', 'BACHELOR': '$79,500', 'MASTER': '$92,500', 'DOCTORATE': '$100,000'}","278,682","1,669,587","['Technical Support', 'Resolve Technical Issue', 'Provide User Support', 'Operating Systems', 'Provide Technical Assistance', 'Provide Desktop Support', 'Maintain Account Information', 'Maintain Software', 'Troubleshoot Pc', 'Configure Pc Hardware', 'Troubleshoot Technical Issue', 'Perform Installation', 'Upgrade Software', 'Configure Laptop', 'Resolve Performance Problem', 'Upgrade Hardware', 'Computer Hardware', 'Information Security', 'Repairing (Computer Systems)', 'Server (Computer Science)', 'Laptops', 'Computers', 'Network Administration', 'Wireless Communications', 'Supporting Software Systems', 'Installations (Computer Systems)', 'Optimization Of Equipment', 'Printer Installation', 'Software Faults', 'Password Changes', 'Desktop Support', 'Implement Corrective Solutions', 'Network Infrastructure Equipment', 'Resolve Software Issues', 'Configuration Of Hardware', 'Analyze Root Cause', 'Virus Removal', 'Deployment Of Software', 'Manage User Accounts', 'Troubleshooting (Problem Solving)']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Desktop Support Technician,https://www.careerbuilder.com/jobs-desktop-support-technician,$54526,https://www.careerbuilder.com/salary-desktop-support-technician,"$67,000","{'VOCATIONAL': '$63,500', 'HIGH SCHOOL': '$63,000', 'ASSOCIATE': '$64,000', 'BACHELOR': '$70,000', 'MASTER': '$79,000', 'DOCTORATE': '$82,000'}","82,553",0,"['Technical Support', 'Resolve Technical Issue', 'Provide User Support', 'Operating Systems', 'Provide Technical Assistance', 'Provide Desktop Support', 'Maintain Account Information', 'Maintain Software', 'Troubleshoot Pc', 'Configure Pc Hardware', 'Troubleshoot Technical Issue', 'Perform Installation', 'Upgrade Software', 'Configure Laptop', 'Resolve Performance Problem', 'Upgrade Hardware', 'Computer Hardware', 'Information Security', 'Repairing (Computer Systems)', 'Server (Computer Science)', 'Laptops', 'Computers', 'Network Administration', 'Wireless Communications', 'Supporting Software Systems', 'Installations (Computer Systems)', 'Optimization Of Equipment', 'Printer Installation', 'Software Faults', 'Password Changes', 'Desktop Support', 'Implement Corrective Solutions', 'Network Infrastructure Equipment', 'Resolve Software Issues', 'Configuration Of Hardware', 'Analyze Root Cause', 'Virus Removal', 'Deployment Of Software', 'Manage User Accounts', 'Troubleshooting (Problem Solving)']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Direct Support Professional,https://www.careerbuilder.com/jobs-direct-support-professional,$43669,https://www.careerbuilder.com/salary-direct-support-professional,"$86,500","{'VOCATIONAL': '$67,000', 'HIGH SCHOOL': '$63,000', 'ASSOCIATE': '$70,000', 'BACHELOR': '$88,000', 'MASTER': '$99,000', 'DOCTORATE': '$107,500'}","762,527","11,371,698","['Provide Physical Support', 'Accompany Individual', 'Assist Individual', 'Provide Supervision', 'Offer Home Care', 'Maintain Healthy Environment', 'Ensure Client Safety', 'Provide Transportation', 'Maintain Home', 'Demonstrate Desire Behavior', 'Caregiving', 'Home Maintenance', 'Behavioral Management', 'Provide Support', 'Prepare Healthy Meal', 'Maintain Clean Environment']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Discharge Planner,https://www.careerbuilder.com/jobs-discharge-planner,$79339,https://www.careerbuilder.com/salary-discharge-planner,"$75,500","{'VOCATIONAL': '$71,500', 'HIGH SCHOOL': '$69,000', 'ASSOCIATE': '$69,000', 'BACHELOR': '$76,000', 'MASTER': '$75,500', 'DOCTORATE': '$87,500'}","11,001","102,780","['Licensed Clinical Social Worker (Lcsw)', 'Mental Diseases', 'Radiation Treatment Planning', 'Community Mental Health Services', 'Behavioral Health', 'Social Work', 'Intervention', 'Substance Abuse', 'Adolescence', 'Substance Dependence']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Education Consultant,https://www.careerbuilder.com/jobs-education-consultant,$85134,https://www.careerbuilder.com/salary-education-consultant,"$88,000","{'VOCATIONAL': '$63,500', 'HIGH SCHOOL': '$61,000', 'ASSOCIATE': '$66,500', 'BACHELOR': '$87,000', 'MASTER': '$100,500', 'DOCTORATE': '$106,500'}","370,136","3,400,661","['Career Counseling', 'Cultural Diversity', 'Crisis Management', 'Social Services', 'Intake', 'Group Dynamics', 'Stress Management', 'Life Skills', 'Assessments', 'Social Skills']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Education Director,https://www.careerbuilder.com/jobs-education-director,$82039,https://www.careerbuilder.com/salary-education-director,"$84,500","{'VOCATIONAL': '$62,000', 'HIGH SCHOOL': '$60,500', 'ASSOCIATE': '$67,500', 'BACHELOR': '$82,500', 'MASTER': '$93,000', 'DOCTORATE': '$103,000'}","710,866","8,613,362","['Lesson Planning', 'Curriculums', 'Primary Education', 'Teaching', 'Curriculum Development', 'Early Childhood Education', 'Child Development', 'Teaching Method', 'Character Education', 'Lecturing']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Education Specialist,https://www.careerbuilder.com/jobs-education-specialist,$64718,https://www.careerbuilder.com/salary-education-specialist,"$65,500","{'VOCATIONAL': '$53,500', 'HIGH SCHOOL': '$52,000', 'ASSOCIATE': '$56,500', 'BACHELOR': '$66,000', 'MASTER': '$73,000', 'DOCTORATE': '$83,500'}","733,089","7,411,562","['Practicum', 'Clinical Psychology', 'Human Development', 'Psychopathology', 'Developmental Psychology', 'Educational Psychology', 'Adolescent Psychology', 'Cognition Processing', 'Preschool Education', 'Applied Behavior Analysis']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Field Engineer,https://www.careerbuilder.com/jobs-field-engineer,$86914,https://www.careerbuilder.com/salary-field-engineer,"$94,000","{'VOCATIONAL': '$72,500', 'HIGH SCHOOL': '$74,500', 'ASSOCIATE': '$73,000', 'BACHELOR': '$85,000', 'MASTER': '$96,000', 'DOCTORATE': '$103,500'}","473,025","9,899,775","['Test Equipment', 'Electronics', 'Troubleshooting (Problem Solving)', 'Programmable Logic Controllers', 'Wiring Diagram', 'Electrical Wirings', 'Field Service Management', 'Instrumentation', 'Circuit Switches', 'Capacitors']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Field Service Engineer,https://www.careerbuilder.com/jobs-field-service-engineer,$60917,https://www.careerbuilder.com/salary-field-service-engineer,"$92,000","{'VOCATIONAL': '$72,000', 'HIGH SCHOOL': '$74,500', 'ASSOCIATE': '$73,000', 'BACHELOR': '$88,500', 'MASTER': '$102,000', 'DOCTORATE': '$111,000'}","332,221","6,970,575","['Troubleshooting (Problem Solving)', 'Repairing (Computer Systems)', 'Maintenance', 'Circuit Switches', 'Preventive Maintenance', 'Production Equipment Controls', 'Chlorofluorocarbons', 'Electrical Equipment', 'Air Conditioning', 'Planned Maintenance']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Field Service Technician,https://www.careerbuilder.com/jobs-field-service-technician,$51364,https://www.careerbuilder.com/salary-field-service-technician,"$65,500","{'VOCATIONAL': '$59,000', 'HIGH SCHOOL': '$59,000', 'ASSOCIATE': '$61,000', 'BACHELOR': '$67,500', 'MASTER': '$76,000', 'DOCTORATE': '$88,500'}","297,596","3,756,591","['Recruitment', 'Training', 'Leading', 'Facility Management', 'Personnel Selection', 'Security Systems', 'Traffic Control']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Field Technician,https://www.careerbuilder.com/jobs-field-technician,$49920,https://www.careerbuilder.com/salary-field-technician,"$68,000","{'VOCATIONAL': '$59,500', 'HIGH SCHOOL': '$59,000', 'ASSOCIATE': '$60,500', 'BACHELOR': '$67,000', 'MASTER': '$75,000', 'DOCTORATE': '$85,500'}","365,770","4,708,349","['Test Equipment', 'Electronics', 'Programmable Logic Controllers', 'Wiring Diagram', 'Soldering', 'Electrical Wirings', 'Blueprinting', 'Torque (Physics)', 'Field Service Management', 'Instrumentation']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Fraud Investigator,https://www.careerbuilder.com/jobs-fraud-investigator,$59906,https://www.careerbuilder.com/salary-fraud-investigator,"$75,500","{'VOCATIONAL': '$63,000', 'HIGH SCHOOL': '$58,500', 'ASSOCIATE': '$65,000', 'BACHELOR': '$77,000', 'MASTER': '$87,000', 'DOCTORATE': '$107,500'}","12,152","77,280","['Business Licensing', 'Requisition Management', 'Human Resources', 'Time Management', 'Communications', 'Investigation', 'Decision Making', 'Problem Solving', 'Written Communication']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Health Coordinator,https://www.careerbuilder.com/jobs-health-coordinator,$61266,https://www.careerbuilder.com/salary-health-coordinator,"$65,500","{'VOCATIONAL': '$53,500', 'HIGH SCHOOL': '$53,500', 'ASSOCIATE': '$56,500', 'BACHELOR': '$64,000', 'MASTER': '$70,000', 'DOCTORATE': '$83,000'}","394,681","3,924,211","['Case Management', 'Social Services', 'Social Work', 'Human Services', 'Conflict Resolution', 'Child Welfare', 'Decision Making', 'Career Counseling', 'Empowerment', 'Program Design Languages']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Healthcare Social Worker,https://www.careerbuilder.com/jobs-healthcare-social-worker,$58243,https://www.careerbuilder.com/salary-healthcare-social-worker,"$71,000","{'VOCATIONAL': '$52,500', 'HIGH SCHOOL': '$52,000', 'ASSOCIATE': '$61,500', 'BACHELOR': '$67,500', 'MASTER': '$74,500', 'DOCTORATE': '$92,500'}","39,954","987,767",[]
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Help Desk Analyst,https://www.careerbuilder.com/jobs-help-desk-analyst,$55646,https://www.careerbuilder.com/salary-help-desk-analyst,"$76,500","{'VOCATIONAL': '$67,500', 'HIGH SCHOOL': '$68,000', 'ASSOCIATE': '$67,000', 'BACHELOR': '$81,000', 'MASTER': '$92,000', 'DOCTORATE': '$104,500'}","67,892","347,270","['Networking', 'Phone Support', 'Information Technology', 'Technical Support', 'Apple Ipad', 'Office Suite', 'Recruitment', 'Microsoft Windows', 'Administration', 'A+ Certification']"
Business Jobs,Service,https://www.careerbuilder.com/browse/category/service,Help Desk Technician,https://www.careerbuilder.com/jobs-help-desk-technician,$52859,https://www.careerbuilder.com/salary-help-desk-technician,"$63,000","{'VOCATIONAL': '$58,500', 'HIGH SCHOOL': '$56,500', 'ASSOCIATE': '$60,000', 'BACHELOR': '$66,500', 'MASTER': '$74,000', 'DOCTORATE': '$80,500'}","115,541","529,606","['Customer Service', 'Technical Support', 'Resolve Technical Issue', 'Upgrade Computer Hardware', 'Provide User Support', 'Provide Software Troubleshooting', 'Configure System', 'Problem Solving', 'Maintenance', 'Instruct Customer', 'Document Issue', 'Information Technology', 'Operating Systems', 'Computer Hardware', 'Telecommunications', 'Wide Area Networks', 'Wireless Networks', 'Help Desk Support', 'Information Systems Concepts', 'Configuration Assistance', 'Pc Technical Support', 'Software Assistance', 'Network Trouble Shooting', 'Support Operating Systems', 'Computer System Software', 'Repairing Hardware', 'Networking', 'Setup Support', 'Operating Systems Security', 'Wireless Protocols', 'System Recovery', 'System Monitoring Tools', 'System Backup', 'Installations (Computer Systems)', 'Desktop Support', 'Troubleshooting (Problem Solving)']"
